Economy,Respondent is female,Respondent age,Respondent education level,Within-economy household income quintile,Bought something online using the Internet
Poland,Male,42,completed tertiary or more,Second 20%,yes
Poland,Male,39,completed tertiary or more,Second 20%,no
Poland,Female,65,secondary,Poorest 20%,no
Poland,Male,17,secondary,Second 20%,no
Poland,Female,64,completed tertiary or more,Second 20%,no
Poland,Male,50,completed tertiary or more,Richest 20%,yes
Poland,Female,50,completed tertiary or more,Fourth 20%,yes
Poland,Female,42,completed tertiary or more,Middle 20%,yes
Poland,Female,63,secondary,Second 20%,no
Poland,Male,31,secondary,Richest 20%,yes
Poland,Male,18,secondary,Middle 20%,yes
Poland,Male,53,secondary,Richest 20%,yes
Poland,Female,32,secondary,Poorest 20%,yes
Poland,Female,30,completed tertiary or more,Richest 20%,no
Poland,Male,57,secondary,Second 20%,no
Poland,Male,41,secondary,Fourth 20%,yes
Poland,Female,40,completed tertiary or more,Second 20%,no
Poland,Male,42,secondary,Middle 20%,yes
Poland,Male,69,secondary,Second 20%,no
Poland,Female,30,secondary,Fourth 20%,yes
Poland,Female,68,secondary,Poorest 20%,no
Poland,Female,64,completed tertiary or more,Fourth 20%,yes
Poland,Female,83,secondary,Fourth 20%,no
Poland,Female,78,secondary,Middle 20%,no
Poland,Female,35,completed tertiary or more,Fourth 20%,yes
Poland,Female,27,completed tertiary or more,Middle 20%,no
Poland,Female,15,secondary,Poorest 20%,no
Poland,Male,48,secondary,Poorest 20%,yes
Poland,Female,47,secondary,Fourth 20%,yes
Poland,Male,52,secondary,Richest 20%,yes
Poland,Female,27,completed tertiary or more,Richest 20%,no
Poland,Female,65,secondary,Middle 20%,no
Poland,Male,17,secondary,Middle 20%,no
Poland,Female,28,completed tertiary or more,Richest 20%,no
Poland,Male,66,completed tertiary or more,Middle 20%,no
Poland,Female,57,secondary,Second 20%,no
Poland,Male,49,secondary,Richest 20%,yes
Poland,Male,53,secondary,Poorest 20%,no
Poland,Female,19,secondary,Richest 20%,yes
Poland,Male,58,secondary,Poorest 20%,no
Poland,Male,51,secondary,Fourth 20%,yes
Poland,Male,29,completed tertiary or more,Richest 20%,yes
Poland,Male,50,secondary,Second 20%,yes
Poland,Female,20,secondary,Second 20%,yes
Poland,Female,34,completed tertiary or more,Richest 20%,yes
Poland,Male,70,completed primary or less,Poorest 20%,no
Poland,Male,55,secondary,Fourth 20%,yes
Poland,Male,52,completed tertiary or more,Middle 20%,no
Poland,Male,40,secondary,Middle 20%,yes
Poland,Female,27,secondary,Middle 20%,no
Poland,Female,43,secondary,Second 20%,no
Poland,Female,45,secondary,Poorest 20%,no
Poland,Female,37,completed tertiary or more,Fourth 20%,yes
Poland,Female,34,completed tertiary or more,Second 20%,yes
Poland,Female,40,completed tertiary or more,Second 20%,no
Poland,Male,62,completed primary or less,Middle 20%,no
Poland,Female,47,secondary,Richest 20%,yes
Poland,Female,28,completed tertiary or more,Fourth 20%,no
Poland,Female,53,secondary,Fourth 20%,no
Poland,Male,47,completed tertiary or more,Second 20%,yes
Poland,Male,26,secondary,Second 20%,yes
Poland,Female,40,secondary,Poorest 20%,yes
Poland,Female,47,completed tertiary or more,Richest 20%,no
Poland,Female,27,completed tertiary or more,Second 20%,no
Poland,Female,39,completed tertiary or more,Poorest 20%,yes
Poland,Female,77,completed primary or less,Middle 20%,no
Poland,Female,38,secondary,Fourth 20%,no
Poland,Female,42,completed tertiary or more,Middle 20%,yes
Poland,Male,40,completed tertiary or more,Poorest 20%,yes
Poland,Female,61,secondary,Second 20%,yes
Poland,Male,39,secondary,Middle 20%,yes
Poland,Male,77,completed primary or less,Poorest 20%,no
Poland,Male,61,completed primary or less,Richest 20%,no
Poland,Female,28,completed tertiary or more,Fourth 20%,no
Poland,Female,47,secondary,Poorest 20%,yes
Poland,Male,49,secondary,Middle 20%,no
Poland,Male,42,secondary,Richest 20%,yes
Poland,Female,46,secondary,Poorest 20%,no
Poland,Female,16,secondary,Richest 20%,yes
Poland,Male,28,completed tertiary or more,Fourth 20%,yes
Poland,Female,33,completed tertiary or more,Fourth 20%,yes
Poland,Female,22,secondary,Richest 20%,yes
Poland,Male,42,completed tertiary or more,Fourth 20%,yes
Poland,Female,27,completed tertiary or more,Fourth 20%,no
Poland,Male,20,secondary,Middle 20%,yes
Poland,Female,56,secondary,Middle 20%,no
Poland,Female,17,secondary,Richest 20%,no
Poland,Male,40,completed tertiary or more,Poorest 20%,yes
Poland,Female,52,secondary,Second 20%,no
Poland,Male,25,secondary,Richest 20%,yes
Poland,Female,38,completed tertiary or more,Richest 20%,yes
Poland,Male,63,secondary,Second 20%,no
Poland,Female,49,secondary,Richest 20%,no
Poland,Female,70,completed primary or less,Fourth 20%,no
Poland,Female,19,secondary,Fourth 20%,yes
Poland,Female,59,completed tertiary or more,Middle 20%,yes
Poland,Male,22,completed tertiary or more,Second 20%,yes
Poland,Female,59,secondary,Middle 20%,no
Poland,Male,32,secondary,Richest 20%,yes
Poland,Female,75,completed tertiary or more,Richest 20%,no
Poland,Male,41,secondary,Middle 20%,yes
Poland,Female,49,secondary,Richest 20%,no
Poland,Female,62,secondary,Richest 20%,no
Poland,Female,40,completed tertiary or more,Poorest 20%,yes
Poland,Female,23,secondary,Richest 20%,yes
Poland,Female,65,completed primary or less,Fourth 20%,no
Poland,Female,66,completed primary or less,Poorest 20%,no
Poland,Female,46,completed tertiary or more,Second 20%,no
Poland,Female,74,secondary,Middle 20%,no
Poland,Female,47,secondary,Poorest 20%,yes
Poland,Female,22,secondary,Richest 20%,yes
Poland,Female,26,completed tertiary or more,Richest 20%,no
Poland,Male,27,completed tertiary or more,Fourth 20%,yes
Poland,Male,31,secondary,Richest 20%,yes
Poland,Female,63,secondary,Fourth 20%,no
Poland,Female,54,secondary,Richest 20%,no
Poland,Male,54,completed tertiary or more,Richest 20%,no
Poland,Female,18,secondary,Fourth 20%,no
Poland,Female,53,secondary,Poorest 20%,no
Poland,Female,56,secondary,Middle 20%,no
Poland,Female,64,secondary,Fourth 20%,no
Poland,Female,34,completed tertiary or more,Middle 20%,yes
Poland,Female,59,secondary,Richest 20%,no
Poland,Female,55,secondary,Poorest 20%,yes
Poland,Female,16,secondary,Fourth 20%,no
Poland,Female,65,secondary,Fourth 20%,no
Poland,Female,72,completed primary or less,Second 20%,no
Poland,Male,18,secondary,Richest 20%,yes
Poland,Female,64,secondary,Second 20%,no
Poland,Female,22,completed tertiary or more,Richest 20%,yes
Poland,Female,54,secondary,Middle 20%,no
Poland,Female,70,completed primary or less,Fourth 20%,no
Poland,Female,59,secondary,Middle 20%,no
Poland,Female,57,completed tertiary or more,Richest 20%,no
Poland,Male,48,completed tertiary or more,Fourth 20%,no
Poland,Female,43,completed tertiary or more,Richest 20%,no
Poland,Female,94,completed primary or less,Richest 20%,no
Poland,Female,22,secondary,Fourth 20%,yes
Poland,Female,30,completed tertiary or more,Fourth 20%,yes
Poland,Female,47,secondary,Poorest 20%,no
Poland,Male,27,secondary,Fourth 20%,no
Poland,Female,59,secondary,Fourth 20%,no
Poland,Female,63,secondary,Poorest 20%,no
Poland,Female,36,completed tertiary or more,Middle 20%,no
Poland,Female,18,secondary,Middle 20%,no
Poland,Male,70,secondary,Fourth 20%,no
Poland,Male,22,secondary,Fourth 20%,no
Poland,Female,38,secondary,Poorest 20%,yes
Poland,Male,47,secondary,Poorest 20%,no
Poland,Female,40,secondary,Poorest 20%,no
Poland,Female,16,secondary,Poorest 20%,yes
Poland,Female,38,completed tertiary or more,Poorest 20%,no
Poland,Male,49,completed primary or less,Fourth 20%,no
Poland,Female,25,completed tertiary or more,Fourth 20%,no
Poland,Male,30,secondary,Second 20%,yes
Poland,Male,46,secondary,Fourth 20%,no
Poland,Female,31,completed tertiary or more,Second 20%,yes
Poland,Female,44,completed tertiary or more,Middle 20%,no
Poland,Male,57,secondary,Middle 20%,no
Poland,Female,69,secondary,Middle 20%,no
Poland,Female,64,secondary,Middle 20%,no
Poland,Female,34,completed tertiary or more,Richest 20%,yes
Poland,Male,54,completed tertiary or more,Richest 20%,yes
Poland,Male,52,secondary,Middle 20%,yes
Poland,Male,66,completed primary or less,Middle 20%,no
Poland,Male,16,completed primary or less,Second 20%,no
Poland,Male,70,secondary,Richest 20%,yes
Poland,Female,30,completed tertiary or more,Fourth 20%,yes
Poland,Male,16,secondary,Middle 20%,yes
Poland,Male,32,completed tertiary or more,Richest 20%,yes
Poland,Male,46,secondary,Poorest 20%,yes
Poland,Male,59,secondary,Richest 20%,yes
Poland,Female,50,secondary,Fourth 20%,yes
Poland,Female,34,completed tertiary or more,Richest 20%,no
Poland,Male,70,secondary,Middle 20%,no
Poland,Female,16,secondary,Richest 20%,yes
Poland,Male,45,secondary,Middle 20%,yes
Poland,Female,36,completed tertiary or more,Richest 20%,yes
Poland,Male,62,completed tertiary or more,Fourth 20%,no
Poland,Female,26,completed tertiary or more,Poorest 20%,yes
Poland,Female,49,completed tertiary or more,Richest 20%,yes
Poland,Female,62,secondary,Second 20%,no
Poland,Female,35,completed tertiary or more,Middle 20%,yes
Poland,Female,52,secondary,Fourth 20%,no
Poland,Female,19,secondary,Middle 20%,yes
Poland,Male,28,secondary,Richest 20%,yes
Poland,Female,37,completed tertiary or more,Richest 20%,yes
Poland,Female,75,secondary,Richest 20%,no
Poland,Female,75,secondary,Middle 20%,no
Poland,Female,64,completed tertiary or more,Second 20%,no
Poland,Male,30,completed tertiary or more,Poorest 20%,yes
Poland,Male,32,completed tertiary or more,Poorest 20%,yes
Poland,Female,31,completed tertiary or more,Richest 20%,yes
Poland,Male,41,secondary,Richest 20%,yes
Poland,Male,18,secondary,Poorest 20%,no
Poland,Male,71,secondary,Fourth 20%,no
Poland,Male,60,secondary,Middle 20%,no
Poland,Female,15,secondary,Middle 20%,no
Poland,Female,70,secondary,Second 20%,no
Poland,Male,18,secondary,Second 20%,yes
Poland,Female,35,completed tertiary or more,Richest 20%,yes
Poland,Male,69,secondary,Richest 20%,no
Poland,Male,45,secondary,Poorest 20%,yes
Poland,Female,57,secondary,Richest 20%,no
Poland,Female,59,completed tertiary or more,Richest 20%,no
Poland,Female,40,completed tertiary or more,Second 20%,yes
Poland,Male,27,completed tertiary or more,Richest 20%,yes
Poland,Male,16,secondary,Second 20%,yes
Poland,Male,53,secondary,Fourth 20%,no
Poland,Female,19,secondary,Poorest 20%,yes
Poland,Female,57,secondary,Richest 20%,yes
Poland,Female,27,completed tertiary or more,Second 20%,no
Poland,Male,40,secondary,Second 20%,no
Poland,Female,33,completed tertiary or more,Richest 20%,no
Poland,Female,40,completed tertiary or more,Fourth 20%,no
Poland,Female,39,completed tertiary or more,Richest 20%,yes
Poland,Male,56,secondary,Richest 20%,no
Poland,Female,86,completed tertiary or more,Richest 20%,no
Poland,Female,38,completed tertiary or more,Fourth 20%,yes
Poland,Male,20,secondary,Fourth 20%,yes
Poland,Male,50,completed tertiary or more,Middle 20%,yes
Poland,Female,44,secondary,Middle 20%,yes
Poland,Male,48,secondary,Middle 20%,yes
Poland,Female,32,completed tertiary or more,Second 20%,yes
Poland,Female,39,completed tertiary or more,Fourth 20%,no
Poland,Female,30,completed tertiary or more,Fourth 20%,yes
Poland,Female,63,secondary,Poorest 20%,no
Poland,Male,42,completed tertiary or more,Second 20%,no
Poland,Male,47,secondary,Richest 20%,yes
Poland,Female,69,secondary,Fourth 20%,yes
Poland,Female,45,secondary,Middle 20%,yes
Poland,Male,77,completed primary or less,Poorest 20%,no
Poland,Male,69,secondary,Middle 20%,no
Poland,Female,28,completed tertiary or more,Richest 20%,yes
Poland,Female,63,secondary,Fourth 20%,no
Poland,Male,55,secondary,Richest 20%,yes
Poland,Female,32,completed tertiary or more,Richest 20%,yes
Poland,Female,16,secondary,Fourth 20%,yes
Poland,Female,52,completed tertiary or more,Second 20%,yes
Poland,Male,36,completed tertiary or more,Middle 20%,yes
Poland,Female,22,secondary,Poorest 20%,no
Poland,Female,57,secondary,Richest 20%,no
Poland,Male,42,completed tertiary or more,Second 20%,yes
Poland,Female,61,secondary,Second 20%,no
Poland,Male,74,completed primary or less,Poorest 20%,no
Poland,Female,60,secondary,Second 20%,no
Poland,Male,60,secondary,Middle 20%,no
Poland,Male,35,secondary,Fourth 20%,yes
Poland,Female,42,secondary,Second 20%,no
Poland,Female,48,secondary,Richest 20%,yes
Poland,Male,62,completed tertiary or more,Fourth 20%,no
Poland,Male,31,completed tertiary or more,Fourth 20%,yes
Poland,Female,66,completed primary or less,Middle 20%,no
Poland,Female,43,completed tertiary or more,Middle 20%,yes
Poland,Female,49,secondary,Middle 20%,yes
Poland,Female,41,completed tertiary or more,Middle 20%,no
Poland,Female,61,secondary,Fourth 20%,no
Poland,Male,60,secondary,Middle 20%,no
Poland,Male,15,secondary,Middle 20%,no
Poland,Female,33,completed tertiary or more,Richest 20%,no
Poland,Female,33,completed tertiary or more,Middle 20%,yes
Poland,Female,49,secondary,Second 20%,no
Poland,Female,16,secondary,Fourth 20%,no
Poland,Female,58,secondary,Second 20%,no
Poland,Female,29,completed tertiary or more,Richest 20%,yes
Poland,Female,70,completed primary or less,Second 20%,no
Poland,Male,18,secondary,Second 20%,yes
Poland,Male,65,secondary,Fourth 20%,no
Poland,Male,53,secondary,Poorest 20%,no
Poland,Female,17,secondary,Fourth 20%,yes
Poland,Female,66,completed primary or less,Second 20%,no
Ireland,Female,42,completed tertiary or more,Fourth 20%,yes
Ireland,Male,36,completed tertiary or more,Fourth 20%,yes
Ireland,Female,38,completed tertiary or more,Richest 20%,yes
Ireland,Male,54,secondary,Second 20%,yes
Ireland,Female,76,secondary,Fourth 20%,no
Ireland,Female,48,secondary,Second 20%,yes
Ireland,Male,58,secondary,Second 20%,yes
Ireland,Male,61,secondary,Fourth 20%,no
Ireland,Male,63,secondary,Fourth 20%,no
Ireland,Male,77,completed tertiary or more,Poorest 20%,no
Ireland,Female,33,secondary,Middle 20%,yes
Ireland,Male,56,secondary,Middle 20%,yes
Ireland,Male,36,completed tertiary or more,Fourth 20%,yes
Ireland,Female,56,secondary,Poorest 20%,yes
Ireland,Female,39,completed tertiary or more,Richest 20%,no
Ireland,Male,46,completed tertiary or more,Richest 20%,no
Ireland,Female,65,secondary,Fourth 20%,yes
Ireland,Female,69,secondary,Richest 20%,yes
Ireland,Female,16,completed primary or less,Fourth 20%,yes
Ireland,Male,22,secondary,Poorest 20%,yes
Ireland,Female,32,completed tertiary or more,Second 20%,no
Ireland,Male,45,completed tertiary or more,Poorest 20%,yes
Ireland,Male,78,secondary,Richest 20%,no
Ireland,Male,40,secondary,Second 20%,no
Ireland,Female,43,secondary,Richest 20%,no
Ireland,Male,59,secondary,Poorest 20%,yes
Ireland,Female,32,secondary,Richest 20%,yes
Ireland,Female,41,secondary,Fourth 20%,yes
Ireland,Male,58,secondary,Richest 20%,no
Ireland,Female,56,completed tertiary or more,Second 20%,yes
Ireland,Female,77,secondary,Poorest 20%,no
Ireland,Female,32,secondary,Middle 20%,yes
Ireland,Female,26,secondary,Second 20%,yes
Ireland,Female,32,secondary,Second 20%,yes
Ireland,Male,50,completed primary or less,Second 20%,no
Ireland,Male,40,completed tertiary or more,Fourth 20%,yes
Ireland,Male,55,completed tertiary or more,Fourth 20%,yes
Ireland,Female,33,completed tertiary or more,Fourth 20%,yes
Ireland,Female,52,secondary,Second 20%,yes
Ireland,Female,23,secondary,Second 20%,yes
Ireland,Male,47,completed tertiary or more,Middle 20%,yes
Ireland,Female,42,completed tertiary or more,Middle 20%,yes
Ireland,Male,33,secondary,Middle 20%,yes
Ireland,Female,34,secondary,Middle 20%,yes
Ireland,Female,70,secondary,Fourth 20%,no
Ireland,Male,31,completed tertiary or more,Fourth 20%,yes
Ireland,Female,22,secondary,Second 20%,no
Ireland,Female,29,completed tertiary or more,Richest 20%,yes
Ireland,Male,25,secondary,Richest 20%,yes
Ireland,Female,52,completed primary or less,Poorest 20%,no
Ireland,Female,40,secondary,Middle 20%,yes
Ireland,Male,48,secondary,Fourth 20%,yes
Ireland,Male,78,secondary,Poorest 20%,no
Ireland,Female,59,completed tertiary or more,Richest 20%,yes
Ireland,Female,38,secondary,Second 20%,yes
Ireland,Male,31,secondary,Richest 20%,yes
Ireland,Male,43,secondary,Richest 20%,no
Ireland,Female,47,secondary,Richest 20%,yes
Ireland,Male,34,secondary,Middle 20%,no
Ireland,Female,48,secondary,Second 20%,yes
Ireland,Female,71,secondary,Richest 20%,no
Ireland,Female,41,completed tertiary or more,Middle 20%,yes
Ireland,Female,27,completed tertiary or more,Poorest 20%,yes
Ireland,Male,84,completed primary or less,Richest 20%,no
Ireland,Male,21,secondary,Poorest 20%,yes
Ireland,Female,31,secondary,Poorest 20%,no
Ireland,Female,38,completed tertiary or more,Fourth 20%,yes
Ireland,Male,71,secondary,Middle 20%,yes
Ireland,Female,32,secondary,Second 20%,no
Ireland,Male,45,secondary,Middle 20%,yes
Ireland,Female,78,secondary,Richest 20%,yes
Ireland,Female,16,secondary,Middle 20%,yes
Ireland,Male,70,completed tertiary or more,Richest 20%,no
Ireland,Female,41,completed tertiary or more,Poorest 20%,yes
Ireland,Male,41,secondary,Fourth 20%,yes
Ireland,Male,52,secondary,Second 20%,yes
Ireland,Male,36,completed tertiary or more,Richest 20%,yes
Ireland,Female,24,secondary,Richest 20%,yes
Ireland,Male,64,secondary,Richest 20%,yes
Ireland,Female,30,completed tertiary or more,Richest 20%,yes
Ireland,Female,59,completed tertiary or more,Richest 20%,no
Ireland,Female,40,secondary,Fourth 20%,yes
Ireland,Male,72,secondary,Richest 20%,no
Ireland,Male,44,secondary,Second 20%,yes
Ireland,Female,38,secondary,Middle 20%,yes
Ireland,Female,78,completed primary or less,Richest 20%,no
Ireland,Female,50,secondary,Fourth 20%,yes
Ireland,Female,56,completed tertiary or more,Richest 20%,no
Ireland,Female,24,completed primary or less,Poorest 20%,yes
Ireland,Female,42,completed tertiary or more,Fourth 20%,yes
Ireland,Male,71,completed tertiary or more,Richest 20%,yes
Ireland,Female,24,secondary,Poorest 20%,yes
Ireland,Female,44,completed tertiary or more,Fourth 20%,no
Ireland,Female,81,completed primary or less,Richest 20%,no
Ireland,Male,25,secondary,Richest 20%,yes
Ireland,Male,34,secondary,Middle 20%,yes
Ireland,Female,53,completed tertiary or more,Middle 20%,yes
Ireland,Female,47,secondary,Poorest 20%,no
Ireland,Female,41,secondary,Richest 20%,yes
Ireland,Male,47,completed tertiary or more,Fourth 20%,yes
Ireland,Female,40,secondary,Second 20%,no
Ireland,Male,28,secondary,Fourth 20%,yes
Ireland,Female,32,secondary,Richest 20%,yes
Ireland,Female,15,completed primary or less,Poorest 20%,no
Ireland,Female,36,secondary,Middle 20%,yes
Ireland,Female,62,secondary,Poorest 20%,no
Ireland,Male,16,secondary,Second 20%,no
Ireland,Female,68,secondary,Richest 20%,no
Ireland,Male,55,secondary,Poorest 20%,no
Ireland,Male,40,completed tertiary or more,Fourth 20%,yes
Ireland,Female,71,secondary,Richest 20%,no
Ireland,Male,33,completed tertiary or more,Richest 20%,yes
Ireland,Female,32,secondary,Fourth 20%,no
Ireland,Female,22,secondary,Fourth 20%,yes
Ireland,Female,34,secondary,Middle 20%,yes
Ireland,Female,28,secondary,Middle 20%,no
Ireland,Male,22,completed tertiary or more,Poorest 20%,yes
Ireland,Female,16,completed primary or less,Poorest 20%,no
Ireland,Male,52,secondary,Richest 20%,yes
Ireland,Female,49,completed tertiary or more,Fourth 20%,yes
Ireland,Male,49,secondary,Fourth 20%,no
Ireland,Female,18,secondary,Poorest 20%,no
Ireland,Female,75,secondary,Richest 20%,yes
Ireland,Female,16,secondary,Second 20%,no
Ireland,Female,56,secondary,Fourth 20%,yes
Ireland,Male,28,completed tertiary or more,Second 20%,yes
Ireland,Male,57,secondary,Middle 20%,yes
Ireland,Female,70,secondary,Fourth 20%,no
Ireland,Female,24,completed tertiary or more,Fourth 20%,yes
Ireland,Female,18,secondary,Poorest 20%,no
Ireland,Male,78,secondary,Richest 20%,no
Ireland,Male,50,secondary,Second 20%,yes
Ireland,Female,18,secondary,Second 20%,no
Ireland,Male,74,secondary,Middle 20%,no
Ireland,Male,34,completed tertiary or more,Middle 20%,yes
Ireland,Female,45,completed tertiary or more,Second 20%,no
Ireland,Female,24,secondary,Middle 20%,yes
Ireland,Male,48,completed tertiary or more,Middle 20%,yes
Ireland,Female,33,completed tertiary or more,Middle 20%,no
Ireland,Female,31,secondary,Middle 20%,yes
Ireland,Male,37,secondary,Poorest 20%,no
Ireland,Female,27,completed tertiary or more,Middle 20%,yes
Ireland,Male,53,completed tertiary or more,Richest 20%,yes
Ireland,Male,42,completed tertiary or more,Fourth 20%,yes
Ireland,Male,52,completed tertiary or more,Middle 20%,yes
Ireland,Male,58,completed tertiary or more,Richest 20%,yes
Ireland,Female,52,secondary,Middle 20%,no
Ireland,Female,24,secondary,Second 20%,no
Ireland,Female,66,completed primary or less,Fourth 20%,no
Ireland,Female,24,secondary,Second 20%,yes
Ireland,Female,55,completed tertiary or more,Richest 20%,yes
Ireland,Male,50,secondary,Richest 20%,yes
Ireland,Female,68,secondary,Second 20%,no
Ireland,Female,18,secondary,Second 20%,yes
Ireland,Male,48,completed tertiary or more,Middle 20%,yes
Ireland,Male,71,secondary,Middle 20%,yes
Ireland,Female,16,secondary,Poorest 20%,yes
Ireland,Female,48,secondary,Second 20%,no
Ireland,Male,75,secondary,Poorest 20%,no
Ireland,Female,32,completed tertiary or more,Richest 20%,yes
Ireland,Male,30,secondary,Middle 20%,yes
Ireland,Female,17,secondary,Second 20%,yes
Ireland,Female,51,completed tertiary or more,Second 20%,yes
Ireland,Female,44,completed tertiary or more,Richest 20%,yes
Ireland,Female,50,completed tertiary or more,Fourth 20%,yes
Ireland,Female,46,completed tertiary or more,Poorest 20%,yes
Ireland,Male,31,secondary,Poorest 20%,no
Ireland,Male,73,completed tertiary or more,Richest 20%,yes
Ireland,Female,33,secondary,Middle 20%,no
Ireland,Female,67,secondary,Middle 20%,no
Ireland,Male,64,secondary,Fourth 20%,yes
Ireland,Female,80,completed primary or less,Middle 20%,no
Ireland,Female,57,secondary,Fourth 20%,no
Ireland,Female,35,secondary,Second 20%,yes
Ireland,Male,21,completed tertiary or more,Middle 20%,yes
Ireland,Female,33,completed tertiary or more,Richest 20%,no
Ireland,Female,33,secondary,Second 20%,yes
Ireland,Male,52,completed tertiary or more,Second 20%,yes
Ireland,Female,53,completed tertiary or more,Second 20%,yes
Ireland,Male,62,secondary,Middle 20%,no
Ireland,Female,47,secondary,Middle 20%,yes
Ireland,Female,72,completed tertiary or more,Richest 20%,no
Ireland,Female,65,secondary,Richest 20%,no
Ireland,Male,81,secondary,Richest 20%,no
Ireland,Male,72,completed tertiary or more,Middle 20%,yes
Ireland,Male,33,secondary,Poorest 20%,yes
Ireland,Female,67,completed tertiary or more,Richest 20%,yes
Ireland,Female,41,completed tertiary or more,Richest 20%,yes
Ireland,Female,60,secondary,Poorest 20%,no
Ireland,Male,21,secondary,Poorest 20%,yes
Ireland,Male,34,completed tertiary or more,Middle 20%,yes
Ireland,Female,32,secondary,Poorest 20%,yes
Ireland,Male,83,secondary,Middle 20%,no
Ireland,Male,53,completed tertiary or more,Fourth 20%,yes
Ireland,Male,34,secondary,Poorest 20%,no
Ireland,Female,58,completed tertiary or more,Second 20%,yes
Ireland,Male,74,completed tertiary or more,Richest 20%,yes
Ireland,Male,20,secondary,Poorest 20%,no
Ireland,Male,53,secondary,Middle 20%,yes
Ireland,Male,50,completed tertiary or more,Richest 20%,yes
Ireland,Female,33,secondary,Middle 20%,no
Ireland,Male,29,secondary,Poorest 20%,yes
Ireland,Female,39,secondary,Fourth 20%,yes
Ireland,Female,66,secondary,Richest 20%,yes
Ireland,Female,46,secondary,Second 20%,no
Ireland,Female,33,completed tertiary or more,Fourth 20%,yes
Ireland,Female,22,secondary,Poorest 20%,yes
Ireland,Female,17,secondary,Middle 20%,yes
Ireland,Female,53,completed tertiary or more,Second 20%,yes
Ireland,Male,28,secondary,Second 20%,yes
Ireland,Male,61,secondary,Poorest 20%,no
Ireland,Female,72,secondary,Middle 20%,no
Ireland,Male,61,secondary,Middle 20%,no
Ireland,Male,43,secondary,Richest 20%,yes
Ireland,Male,34,completed tertiary or more,Richest 20%,yes
Ireland,Male,52,completed tertiary or more,Richest 20%,yes
Ireland,Female,20,secondary,Second 20%,no
Ireland,Female,72,secondary,Second 20%,no
Ireland,Male,63,secondary,Second 20%,no
Ireland,Female,34,secondary,Poorest 20%,yes
Ireland,Male,46,completed primary or less,Middle 20%,no
Ireland,Female,24,secondary,Poorest 20%,no
Ireland,Male,68,secondary,Poorest 20%,no
Ireland,Male,20,secondary,Fourth 20%,yes
Ireland,Male,64,secondary,Richest 20%,no
Ireland,Male,32,secondary,Richest 20%,yes
Ireland,Male,63,secondary,Fourth 20%,yes
Ireland,Female,81,secondary,Middle 20%,no
Ireland,Male,56,secondary,Fourth 20%,yes
Ireland,Female,31,secondary,Second 20%,yes
Ireland,Female,49,secondary,Middle 20%,yes
Ireland,Male,38,secondary,Richest 20%,no
Ireland,Female,17,secondary,Poorest 20%,yes
Ireland,Male,74,completed tertiary or more,Fourth 20%,yes
Ireland,Female,44,secondary,Middle 20%,no
Ireland,Female,68,secondary,Second 20%,yes
Ireland,Male,35,completed tertiary or more,Fourth 20%,yes
Ireland,Female,41,secondary,Fourth 20%,yes
Ireland,Female,31,secondary,Fourth 20%,yes
Ireland,Male,48,secondary,Richest 20%,no
Ireland,Male,19,secondary,Middle 20%,yes
Ireland,Female,42,secondary,Middle 20%,yes
Ireland,Male,44,completed tertiary or more,Second 20%,yes
Ireland,Male,43,completed tertiary or more,Second 20%,yes
Ireland,Male,34,secondary,Richest 20%,no
Ireland,Male,33,secondary,Fourth 20%,no
Ireland,Male,50,secondary,Second 20%,yes
Ireland,Female,29,secondary,Second 20%,yes
Ireland,Female,16,secondary,Middle 20%,yes
Ireland,Female,17,secondary,Poorest 20%,yes
Ireland,Female,29,completed tertiary or more,Second 20%,yes
Ireland,Female,44,completed tertiary or more,Second 20%,yes
Ireland,Male,58,secondary,Poorest 20%,no
Ireland,Male,27,secondary,Richest 20%,no
Ireland,Female,46,secondary,Richest 20%,yes
Ireland,Female,16,secondary,Poorest 20%,yes
Ireland,Female,68,secondary,Richest 20%,yes
Ireland,Female,53,completed tertiary or more,Fourth 20%,yes
Ireland,Male,73,secondary,Fourth 20%,no
Ireland,Male,33,completed tertiary or more,Richest 20%,yes
Ireland,Female,76,secondary,Poorest 20%,no
Ireland,Male,43,secondary,Fourth 20%,yes
Ireland,Male,46,completed tertiary or more,Richest 20%,yes
Ireland,Female,46,secondary,Poorest 20%,no
Ireland,Male,50,secondary,Middle 20%,yes
Ireland,Female,40,completed tertiary or more,Second 20%,no
Ireland,Male,26,completed tertiary or more,Richest 20%,yes
Ireland,Female,40,secondary,Middle 20%,no
Ireland,Female,39,completed tertiary or more,Fourth 20%,yes
Ireland,Male,36,completed primary or less,Poorest 20%,yes
Ireland,Female,40,secondary,Middle 20%,no
Ireland,Male,41,secondary,Richest 20%,no
Ireland,Female,42,secondary,Richest 20%,yes
Ireland,Male,42,completed tertiary or more,Poorest 20%,yes
Ireland,Male,23,secondary,Middle 20%,yes
Ireland,Male,32,secondary,Fourth 20%,no
Ireland,Female,27,secondary,Second 20%,no
Ireland,Female,59,completed tertiary or more,Fourth 20%,yes
Ireland,Female,50,secondary,Richest 20%,yes
Ireland,Female,74,secondary,Richest 20%,no
Ireland,Male,64,secondary,Poorest 20%,yes
Ireland,Female,41,secondary,Second 20%,yes
Ireland,Male,40,completed tertiary or more,Second 20%,no
Ireland,Female,33,secondary,Richest 20%,yes
Ireland,Male,73,secondary,Richest 20%,no
Ireland,Male,46,secondary,Fourth 20%,no
